ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"69.163.160.228","elite","AS26347","US","New Dream Network, LLC","192","New Dream Network, LLC","23787","socks5","2498","1","2023-07-28T11:14:00.437Z","100","3053","3055"
"159.223.173.237","elite","AS14061","US","DigitalOcean, LLC","93","DigitalOcean, LLC","12057","socks5","4910","1","2023-07-28T11:14:00.443Z","83","2520","3046"
"104.21.218.103","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5091","1","2023-07-28T11:14:00.350Z","100","3032","3032"
"43.153.64.66","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","187","Tencent Cloud Computing","443","socks4","4989","1","2023-07-28T11:13:57.650Z","94","2883","3060"
"139.60.231.35","elite","AS62642","US","Bigleaf Networks","169","ITDreamwire, LLC","47255","socks4","4511","1","2023-07-28T11:13:52.732Z","98","3001","3050"
"75.119.204.222","elite","AS26347","US","New Dream Network, LLC","197","New Dream Network, LLC","23456","socks5","4799","1","2023-07-28T11:13:43.348Z","100","3044","3046"
"75.119.200.27","elite","AS26347","US","New Dream Network, LLC","184","New Dream Network, LLC","23456","socks4","5009","1","2023-07-28T11:13:42.544Z","100","3090","3090"
"67.43.42.117","elite","AS20473","US","The Constant Company, LLC","92","IPXO","8080","socks4","4715","1","2023-07-28T11:13:40.639Z","100","3028","3031"
"24.147.144.221","elite","AS7015","US","Comcast Cable Communications","104","Comcast Cable Communications Holdings, Inc","15280","socks5","5098","1","2023-07-28T11:13:40.637Z","100","3050","3052"
"149.28.240.100","elite","AS20473","US","The Constant Company","199","Vultr Holdings, LLC","10403","socks4","4195","1","2023-07-28T11:13:40.638Z","75","2351","3114"
"172.67.181.197","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5092","1","2023-07-28T11:13:35.246Z","100","3128","3129"
"172.64.207.185","elite","AS13335","US","Cloudflare, Inc.","85","Cloudflare, Inc.","80","socks4","4210","2","2023-07-28T11:13:35.333Z","100","3009","3009"
"38.127.173.253","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","11537","socks5","2905","1","2023-07-28T11:13:30.251Z","100","3069","3073"
"159.65.253.201","elite","AS14061","US","DigitalOcean, LLC","82","Digital Ocean","51080","socks5","3194","1","2023-07-28T11:13:27.635Z","100","3004","3016"
"66.33.214.71","elite","AS26347","US","New Dream Network, LLC","79","New Dream Network, LLC","15891","socks4","4510","1","2023-07-28T11:13:27.539Z","100","3122","3125"
"203.30.190.46","elite","AS209242","US","Cloudflare London","15","Umpire Associates LTD","80","socks4","4996","1","2023-07-28T11:13:18.149Z","100","3061","3061"
"70.32.26.23","elite","AS55293","US","A2 Hosting, Inc.","95","A2 Hosting, Inc.","36546","socks5","4900","1","2023-07-28T11:13:18.336Z","100","2998","3003"
"38.127.173.99","elite","AS174","US","Cogent Communications","80","Torlandia Trading SRL","11537","socks5","4309","1","2023-07-28T11:13:18.337Z","100","3052","3054"
"203.24.109.130","elite","AS209242","US","Cloudflare London","11","Umpire Associates LTD","80","socks5","4510","1","2023-07-28T11:13:15.453Z","100","3042","3042"
"50.116.60.163","elite","AS63949","US","Akamai Technologies, Inc.","85","Linode","37170","socks4","4798","1","2023-07-28T11:13:15.450Z","97","2944","3050"
"75.119.200.245","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","23456","socks4","5011","1","2023-07-28T11:13:13.035Z","100","3055","3056"
"75.119.204.185","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","42863","socks5","5004","87","2023-07-28T11:13:07.144Z","100","3108","3111"
"104.17.166.210","elite","AS13335","US","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","4511","1","2023-07-28T11:13:01.301Z","100","3121","3121"
"75.119.201.47","elite","AS26347","US","New Dream Network, LLC","154","New Dream Network, LLC","45035","socks4","4412","1","2023-07-28T11:13:01.302Z","100","3019","3020"
"147.182.229.154","elite","AS14061","US","DigitalOcean, LLC","153","DigitalOcean, LLC","7497","socks5","4504","1","2023-07-28T11:13:01.245Z","77","2383","3107"
"104.21.223.181","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4802","1","2023-07-28T11:12:59.342Z","100","3029","3030"
"45.56.83.46","elite","AS63949","US","Akamai Technologies, Inc.","145","Linode","8047","socks4","5104","1","2023-07-28T11:12:56.841Z","96","2894","3028"
"162.255.110.52","elite","AS54755","US","Desert Winds Wireless","186","Desert Winds Wireless Inc","5678","socks4","4587","1","2023-07-28T11:12:56.745Z","100","3086","3093"
"37.19.65.75","elite","AS7018","US","AT&T Services","88","siaIT","5432","socks5","4998","1","2023-07-28T11:12:56.750Z","98","2984","3048"
"203.30.191.218","elite","AS209242","US","Cloudflare London","98","Umpire Associates LTD","80","socks4","4204","1","2023-07-28T11:12:56.746Z","100","3000","3001"
"104.19.79.238","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4994","1","2023-07-28T11:12:56.744Z","100","3030","3031"
"149.20.253.40","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","4312","2","2023-07-28T11:12:50.041Z","100","3072","3079"
"104.16.226.6","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4709","1","2023-07-28T11:12:47.252Z","100","3100","3101"
"45.32.1.78","elite","AS20473","US","Choopa","86","Vultr Holdings, LLC","11788","socks4","4997","82","2023-07-28T11:12:47.251Z","94","2882","3067"
"75.66.192.137","elite","AS22258","US","Comcast Cable Communications","137","Comcast Cable Communications Holdings, Inc","27977","socks5","5088","4","2023-07-28T11:12:44.733Z","99","3000","3020"
"35.244.232.197","elite","AS15169","US","Google LLC","2","Google Cloud","80","socks4","1494","1","2023-07-28T11:12:44.736Z","100","3006","3006"
"144.202.5.48","elite","AS20473","US","The Constant Company","88","Vultr Holdings, LLC","10053","socks5","4899","1","2023-07-28T11:12:44.734Z","86","2692","3122"
"149.20.253.75","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","1603","1","2023-07-28T11:12:44.740Z","100","3088","3095"
"167.99.0.66","elite","AS14061","US","DigitalOcean, LLC","83","Digital Ocean","5262","socks4","4894","1","2023-07-28T11:12:42.433Z","100","3056","3067"
"104.168.234.148","elite","AS54290","US","Hostwinds LLC.","138","Hostwinds LLC","3128","socks4","3088","1","2023-07-28T11:12:42.440Z","94","2897","3095"
"142.4.8.1","elite","AS46606","US","Unified Layer","137","Unified Layer","14883","socks4","3488","1","2023-07-28T11:12:37.252Z","100","2984","2986"
"38.127.179.84","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","11537","socks4","4998","1","2023-07-28T11:12:34.049Z","100","3053","3054"
"43.135.159.78","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","152","Tencent Cloud Computing","443","socks4","5107","1","2023-07-28T11:12:29.246Z","49","1489","3056"
"104.23.141.196","elite","AS13335","US","Cloudflare, Inc.","4","Cloudflare, Inc.","80","socks4","5182","3","2023-07-28T11:12:29.244Z","100","3109","3109"
"159.65.242.254","elite","AS14061","US","DigitalOcean, LLC","84","Digital Ocean","7497","socks5","2206","1","2023-07-28T11:12:26.842Z","97","3007","3101"
"104.255.170.67","elite","AS397373","US","H4Y Technologies LLC","177","N/A","59874","socks4","4903","1","2023-07-28T11:12:22.003Z","100","3111","3116"
"198.11.179.15","elite","AS45102","US","Alibaba (US) Technology Co., Ltd.","147","Alibaba.com LLC","8080","socks4","5003","1","2023-07-28T11:12:17.651Z","100","3032","3033"
"167.71.184.82","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","37908","socks4","4795","1","2023-07-28T11:12:15.051Z","100","3014","3018"
"147.182.138.236","elite","AS14061","US","DigitalOcean, LLC","84","DigitalOcean, LLC","53846","socks4","3597","1","2023-07-28T11:12:15.136Z","99","2973","3017"
"161.35.188.95","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","3128","socks4","4896","1","2023-07-28T11:12:10.149Z","100","3093","3100"
"75.119.203.49","elite","AS26347","US","New Dream Network, LLC","198","New Dream Network, LLC","32238","socks4","2401","1","2023-07-28T11:12:10.146Z","100","3093","3094"
"38.127.179.211","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","46656","socks4","4903","1","2023-07-28T11:12:07.542Z","100","3054","3055"
"107.173.84.231","elite","AS36352","US","ColoCrossing","194","RackNerd LLC","32124","socks4","4992","1","2023-07-28T11:12:04.747Z","100","3109","3115"
"75.119.203.142","elite","AS26347","US","New Dream Network, LLC","185","New Dream Network, LLC","15745","socks5","5096","1","2023-07-28T11:12:04.646Z","100","3098","3100"
"43.153.55.253","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","151","Tencent Cloud Computing","443","socks5","4489","1","2023-07-28T11:12:01.438Z","81","2478","3066"
"18.216.228.146","elite","AS16509","US","Amazon.com, Inc.","89","AWS EC2 (us-east-2)","38209","socks4","905","1","2023-07-28T11:12:01.639Z","99","2992","3035"
"174.127.155.118","elite","AS11404","US","Wave Broadband","152","Wave Broadband","32505","socks4","5101","1","2023-07-28T11:12:01.436Z","100","3094","3102"
"104.27.15.161","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4288","1","2023-07-28T11:11:56.448Z","100","3013","3013"
"8.42.68.125","elite","AS399869","US","Mountain Broadband","183","Level 3, LLC","39593","socks4","4900","1","2023-07-28T11:11:53.848Z","100","3089","3093"
"149.20.253.93","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","612","1","2023-07-28T11:11:51.400Z","100","3085","3089"
"173.245.252.206","elite","AS13428","US","Surf Air Wireless, LLC","91","Surf Air Wireless, LLC","54321","socks4","5101","1","2023-07-28T11:11:51.149Z","100","3131","3138"
"104.21.124.121","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3707","1","2023-07-28T11:11:51.152Z","100","3139","3141"
"174.138.52.209","elite","AS14061","US","DigitalOcean, LLC","79","Digital Ocean","40694","socks5","5093","1","2023-07-28T11:11:47.237Z","26","800","3128"
"162.241.114.39","elite","AS19871","US","Network Solutions, LLC","93","Unified Layer","10249","socks4","4587","1","2023-07-28T11:11:44.436Z","96","2912","3026"
"104.197.84.43","elite","AS396982","US","Google LLC","107","Google Cloud (us-central1)","80","socks5","4787","1","2023-07-28T11:11:44.235Z","100","3103","3103"
"64.26.95.14","elite","AS6189","US","Enoch-Pratt Free Library","90","Sailor","8080","socks4","4497","1","2023-07-28T11:11:44.237Z","100","3035","3037"
"172.67.14.237","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4711","1","2023-07-28T11:11:41.842Z","100","3110","3111"
"198.0.198.132","elite","AS33651","US","Comcast Cable Communications","190","SMX SM PUBLIC ARPRT DIST","54321","socks4","4711","1","2023-07-28T11:11:41.847Z","94","2912","3102"
"99.26.234.177","elite","AS7018","US","AT&T Services, Inc.","190","Private Customer - AT&T Internet Services","5678","socks4","4403","1","2023-07-28T11:11:41.841Z","98","3005","3051"
"172.64.152.98","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4193","1","2023-07-28T11:11:41.845Z","100","3029","3029"
"104.25.194.175","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4897","1","2023-07-28T11:11:36.641Z","100","3048","3048"
"162.247.243.167","elite","AS54113","US","Fastly, Inc.","2","New Relic","80","socks4","4410","86","2023-07-28T11:11:36.639Z","96","3000","3111"
"43.153.81.153","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","184","Tencent Cloud Computing","443","socks5","5005","1","2023-07-28T11:11:33.550Z","84","2571","3069"
"38.127.179.194","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","11537","socks4","5292","1","2023-07-28T11:11:33.648Z","100","3075","3078"
"34.120.118.219","elite","AS396982","US","Google LLC","2","Google Cloud","2061","socks5","5086","1","2023-07-28T11:11:33.547Z","100","3006","3006"
"129.21.30.116","elite","AS4385","US","Rochester Institute of Technology","80","Rochester Institute of Technology","3128","socks4","5083","1","2023-07-28T11:11:30.749Z","99","2962","2994"
"43.135.160.152","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","196","Tencent Cloud Computing","443","socks5","4802","1","2023-07-28T11:11:30.643Z","48","1489","3083"
"38.127.179.19","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","55994","socks5","5006","1","2023-07-28T11:11:30.809Z","100","3022","3024"
"138.197.69.132","elite","AS14061","US","DigitalOcean, LLC","82","Digital Ocean","19260","socks5","4798","1","2023-07-28T11:11:28.336Z","100","3102","3109"
"47.90.200.204","elite","AS45102","US","Alibaba.com LLC","88","ALICLOUD-US","19527","socks5","4997","1","2023-07-28T11:11:23.332Z","92","2805","3060"
"157.245.82.62","elite","AS14061","US","DigitalOcean, LLC","83","DigitalOcean, LLC","59347","socks5","4417","1","2023-07-28T11:11:20.431Z","91","2737","3006"
"172.67.231.3","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4804","1","2023-07-28T11:11:20.740Z","100","3101","3101"
"159.89.49.172","elite","AS14061","US","DigitalOcean, LLC","93","Digital Ocean","14061","socks4","4998","1","2023-07-28T11:11:17.134Z","99","3092","3108"
"159.223.173.185","elite","AS14061","US","DigitalOcean, LLC","82","DigitalOcean, LLC","58154","socks5","2800","1","2023-07-28T11:11:14.245Z","81","2467","3029"
"45.77.161.73","elite","AS20473","US","The Constant Company","104","Vultr Holdings, LLC","10014","socks4","4607","1","2023-07-28T11:11:11.639Z","86","2684","3137"
"64.90.54.17","elite","AS26347","US","New Dream Network, LLC","152","New Dream Network, LLC","63770","socks5","4787","1","2023-07-28T11:11:10.041Z","100","3045","3047"
"23.236.65.229","elite","AS21859","US","Zenlayer Inc","183","Aoyou L.L.C","8888","socks4","5099","1","2023-07-28T11:11:09.047Z","24","760","3114"
"104.16.105.207","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4999","1","2023-07-28T11:11:09.054Z","100","3003","3003"
"38.127.173.212","elite","AS174","US","Cogent Communications","98","Torlandia Trading SRL","46656","socks4","4807","1","2023-07-28T11:11:09.148Z","100","3041","3044"
"157.230.225.87","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","42412","socks4","4909","96","2023-07-28T11:11:06.439Z","99","3090","3122"
"104.23.107.172","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4816","1","2023-07-28T11:11:06.438Z","100","3034","3034"
"104.19.5.247","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4798","81","2023-07-28T11:11:03.736Z","100","3088","3088"
"43.153.108.126","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","152","Tencent Cloud Computing","443","socks5","4794","1","2023-07-28T11:11:01.134Z","62","1900","3071"
"75.119.202.21","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","15745","socks5","5107","1","2023-07-28T11:11:00.947Z","100","3123","3125"
"51.81.31.64","elite","AS16276","US","OVH SAS","82","OVH US LLC","30744","socks4","4902","1","2023-07-28T11:10:56.048Z","97","2994","3100"
"193.29.63.45","elite","AS63473","US","HostHatch LLC","100","HostHatch LLC","57299","socks4","5185","1","2023-07-28T11:10:53.147Z","100","3131","3136"
"199.195.253.35","elite","AS53667","US","FranTech Solutions","74","FranTech Solutions","30637","socks4","5001","1","2023-07-28T11:10:44.835Z","99","3038","3065"
"104.18.81.76","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5006","1","2023-07-28T11:10:37.651Z","100","3108","3108"
"172.67.219.60","elite","AS13335","US","Cloudflare, Inc.","77","Cloudflare, Inc.","80","socks4","4912","1","2023-07-28T11:10:35.142Z","100","2998","2998"
"38.127.179.249","elite","AS174","US","Cogent Communications","93","Torlandia Trading SRL","11537","socks5","4513","1","2023-07-28T11:10:32.338Z","100","3039","3041"
"143.198.167.240","elite","AS14061","US","DigitalOcean, LLC","86","DigitalOcean, LLC","80","socks4","3289","1","2023-07-28T11:10:25.244Z","100","3105","3117"
"64.90.51.168","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","55552","socks4","4898","1","2023-07-28T11:10:22.750Z","100","3004","3006"
"159.223.117.14","elite","AS14061","US","DigitalOcean, LLC","82","DigitalOcean, LLC","24006","socks5","5006","1","2023-07-28T11:10:17.512Z","88","2687","3044"
"38.127.173.104","elite","AS174","US","Cogent Communications","87","Torlandia Trading SRL","11537","socks4","4295","1","2023-07-28T11:10:17.136Z","100","3059","3061"
"50.251.146.121","elite","AS7725","US","Comcast Cable Communications, LLC","101","Comcast Cable Communications, LLC","5678","socks4","4808","1","2023-07-28T11:10:17.511Z","100","3123","3131"
"98.206.244.30","elite","AS33491","US","Comcast Cable Communications, LLC","182","Comcast Cable Communications, Inc.","18301","socks4","4305","1","2023-07-28T11:10:16.338Z","100","3125","3127"
"70.185.95.177","elite","AS22773","US","Cox Communications Inc.","124","Cox Communications Inc.","39593","socks4","4900","1","2023-07-28T11:10:13.846Z","99","3002","3045"
"104.223.45.93","elite","AS8100","US","QuadraNet Enterprises LLC","139","QuadraNet","80","socks5","4591","1","2023-07-28T11:10:13.842Z","100","3045","3050"
"66.33.210.111","elite","AS26347","US","New Dream Network, LLC","97","New Dream Network, LLC","17567","socks5","4798","1","2023-07-28T11:10:13.844Z","100","3080","3085"
"157.185.160.74","elite","AS54994","US","Meteverse Limited.","97","Meteverse Limited","26589","socks5","4617","1","2023-07-28T11:10:01.546Z","100","2981","2986"
"38.127.173.150","elite","AS174","US","Cogent Communications","96","Torlandia Trading SRL","11537","socks4","4899","1","2023-07-28T11:10:01.747Z","100","3063","3067"
"199.60.103.126","elite","AS209242","US","Cloudflare London, LLC","15","HubSpot, Inc.","80","socks4","5095","82","2023-07-28T11:09:54.045Z","100","3084","3084"
"38.127.173.154","elite","AS174","US","Cogent Communications","99","Torlandia Trading SRL","46656","socks4","2091","1","2023-07-28T11:09:54.142Z","100","3044","3046"
"165.227.82.7","elite","AS14061","US","DigitalOcean, LLC","93","DigitalOcean, LLC","24668","socks5","4199","1","2023-07-28T11:09:54.144Z","100","3114","3118"
"148.72.65.230","elite","AS26496","US","GoDaddy.com, LLC","195","GoDaddy.com, LLC","59445","socks5","3396","1","2023-07-28T11:09:50.636Z","100","3079","3079"
"148.153.23.18","elite","AS63199","US","CDS Global Cloud Co., Ltd","189","CDS Global Cloud Co., Ltd","39593","socks4","4300","1","2023-07-28T11:09:50.635Z","100","3099","3100"
"104.25.184.189","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3994","1","2023-07-28T11:09:46.443Z","100","3065","3065"
"134.122.26.44","elite","AS14061","US","DigitalOcean, LLC","100","DigitalOcean, LLC","46116","socks4","4800","1","2023-07-28T11:09:44.136Z","100","3094","3102"
"50.47.75.216","elite","AS20055","US","Wholesail networks LLC","146","Ziply Fiber","5678","socks4","4115","1","2023-07-28T11:09:44.050Z","97","2996","3080"
"38.127.179.121","elite","AS174","US","Cogent Communications","96","Torlandia Trading SRL","11537","socks5","4816","1","2023-07-28T11:09:44.140Z","100","3040","3045"
"192.241.205.63","elite","AS14061","US","DigitalOcean, LLC","153","Digital Ocean","60092","socks5","4890","1","2023-07-28T11:09:41.035Z","100","2992","2993"
"45.81.130.97","elite","AS21859","US","Zenlayer Inc","183","Rhino Cloud LTD","8888","socks4","4988","1","2023-07-28T11:09:35.148Z","23","721","3109"
"104.23.126.8","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3684","1","2023-07-28T11:09:35.425Z","100","3053","3053"
"172.65.165.93","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","30000","socks4","4996","1","2023-07-28T11:09:35.350Z","100","3066","3067"
"203.30.191.92","elite","AS209242","US","Cloudflare London","17","Umpire Associates LTD","80","socks5","5294","1","2023-07-28T11:09:24.922Z","100","3030","3031"
"104.20.24.214","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4996","1","2023-07-28T11:09:24.923Z","100","3087","3088"
"104.129.205.94","elite","AS22616","US","ZSCALER, INC.","92","Zscaler, Inc.","54321","socks5","4804","1","2023-07-28T11:09:24.924Z","94","2908","3103"
"104.18.237.128","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","2614","1","2023-07-28T11:09:17.938Z","100","3114","3115"
"158.101.1.100","elite","AS31898","US","Oracle Corporation","189","Oracle Cloud Infrastructure (us-phoenix-1)","42171","socks5","4801","1","2023-07-28T11:09:14.737Z","99","2981","3025"
"38.127.173.192","elite","AS174","US","Cogent Communications","91","Torlandia Trading SRL","42908","socks4","5094","81","2023-07-28T11:09:14.739Z","100","3044","3048"
"149.20.253.241","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","4786","1","2023-07-28T11:09:13.143Z","100","3105","3112"
"173.82.45.77","elite","AS35916","US","Multacom Corporation","144","Multacom Corporation","36538","socks4","2894","1","2023-07-28T11:09:13.037Z","93","2888","3101"
"104.129.205.123","elite","AS22616","US","ZSCALER, INC.","94","Zscaler, Inc.","10792","socks4","5106","1","2023-07-28T11:09:10.536Z","92","2759","2997"
"172.64.130.68","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4781","1","2023-07-28T11:09:07.042Z","100","3108","3109"
"104.20.225.218","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5011","1","2023-07-28T11:09:04.250Z","100","3116","3117"
"38.127.172.167","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","46656","socks4","4902","1","2023-07-28T11:09:01.941Z","100","3045","3046"
"45.76.9.121","elite","AS20473","US","The Constant Company","86","Vultr Holdings, LLC","11324","socks5","4790","1","2023-07-28T11:08:56.843Z","95","2848","2998"
"69.163.160.197","elite","AS26347","US","New Dream Network, LLC","170","New Dream Network, LLC","1645","socks4","4795","1","2023-07-28T11:08:54.106Z","100","3121","3122"
"74.95.1.114","elite","AS33651","US","Comcast Cable Communications","163","Budget INN SAN Leandro","33108","socks4","4995","1","2023-07-28T11:08:54.100Z","98","3036","3092"
"8.42.68.109","elite","AS399869","US","Mountain Broadband","182","Level 3, LLC","39593","socks4","4687","1","2023-07-28T11:08:46.148Z","100","3111","3113"
"66.33.209.193","elite","AS26347","US","New Dream Network, LLC","79","New Dream Network, LLC","10346","socks4","4111","1","2023-07-28T11:08:43.314Z","100","3106","3110"
"199.195.249.15","elite","AS53667","US","FranTech Solutions","74","FranTech Solutions","30085","socks4","4793","1","2023-07-28T11:08:43.312Z","100","3087","3091"
"66.207.184.73","elite","AS7029","US","Windstream Communications LLC","80","Voce Telecom, LLC","5432","socks4","4005","1","2023-07-28T11:08:41.448Z","97","2980","3059"
"173.82.252.159","elite","AS35916","US","Multacom Corporation","190","Multacom Corporation","22318","socks5","4915","1","2023-07-28T11:08:39.035Z","90","2788","3083"
"68.183.111.115","elite","AS14061","US","DigitalOcean, LLC","86","DigitalOcean, LLC","13428","socks4","4201","1","2023-07-28T11:08:34.653Z","85","2581","3041"
"24.14.164.57","elite","AS33491","US","Comcast Cable Communications, LLC","187","Comcast Cable Communications","8205","socks4","4510","1","2023-07-28T11:08:34.744Z","100","2990","2990"
"70.32.26.22","elite","AS55293","US","A2 Hosting, Inc.","95","A2 Hosting, Inc.","36546","socks5","4601","1","2023-07-28T11:08:29.735Z","100","3021","3025"
"38.127.172.219","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","55994","socks5","4904","1","2023-07-28T11:08:27.338Z","100","3048","3051"
"45.196.151.43","elite","AS7018","US","AT&T Services","81","AQUA Networks Limited","5432","socks4","4019","1","2023-07-28T11:08:24.346Z","97","2967","3052"
"43.153.3.241","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","163","Tencent Cloud Computing","443","socks4","4890","1","2023-07-28T11:08:23.115Z","83","2557","3076"
"69.163.162.211","elite","AS26347","US","New Dream Network, LLC","196","New Dream Network, LLC","46007","socks4","3593","1","2023-07-28T11:08:21.239Z","100","3060","3061"
"172.64.80.55","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4505","81","2023-07-28T11:08:21.242Z","100","3011","3011"
"47.252.4.1","elite","AS45102","US","Alibaba.com LLC","79","ALICLOUD-US","80","socks4","4698","1","2023-07-28T11:08:21.233Z","83","2501","3028"
"45.196.151.134","elite","AS7018","US","AT&T Services","85","AQUA Networks Limited","5432","socks4","4796","1","2023-07-28T11:08:18.836Z","97","2970","3056"
"138.197.208.93","elite","AS14061","US","DigitalOcean, LLC","154","Digital Ocean","8080","socks4","4996","1","2023-07-28T11:08:16.739Z","99","3109","3129"
"184.168.146.10","elite","AS26496","US","GoDaddy.com, LLC","134","GoDaddy.com, LLC","64426","socks4","4680","1","2023-07-28T11:08:13.199Z","99","3064","3106"
"172.67.182.96","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4893","1","2023-07-28T11:08:08.840Z","100","3040","3040"
"207.244.255.174","elite","AS40021","US","Nubes, LLC","101","Contabo Inc","28664","socks5","5189","1","2023-07-28T11:08:00.048Z","100","3045","3051"
"104.194.225.108","elite","AS35916","US","Multacom Corporation","187","Multacom Corporation","41354","socks4","4694","1","2023-07-28T11:07:59.846Z","100","3063","3065"
"31.204.28.96","elite","AS209372","US","SIA \"Singularity Telecom\"","91","Popov Andry Vasilievich","5432","socks5","4893","1","2023-07-28T11:07:59.842Z","100","3065","3071"
"50.233.111.162","elite","AS7922","US","Comcast Cable Communications, LLC","88","Comcast Cable Communications, LLC","32100","socks4","4497","1","2023-07-28T11:07:57.447Z","100","3055","3056"
"104.19.217.219","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4903","1","2023-07-28T11:07:55.241Z","100","3028","3028"
"50.96.204.221","elite","AS7029","US","Windstream Communications LLC","116","Windstream Communications LLC","18351","socks4","4704","2","2023-07-28T11:07:52.833Z","100","3088","3097"
"75.119.205.47","elite","AS26347","US","New Dream Network, LLC","193","New Dream Network, LLC","49252","socks5","4096","1","2023-07-28T11:07:49.641Z","100","3119","3122"
"149.20.253.77","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","492","1","2023-07-28T11:07:49.642Z","100","3037","3043"
"149.20.253.108","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","4713","1","2023-07-28T11:07:47.144Z","100","3090","3096"
"104.25.251.18","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3398","1","2023-07-28T11:07:44.941Z","100","3075","3076"
"172.67.3.98","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4389","1","2023-07-28T11:07:44.850Z","100","3091","3092"
"38.127.173.233","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","11537","socks5","3501","1","2023-07-28T11:07:42.433Z","100","3059","3061"
"75.119.200.56","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","46800","socks4","4899","1","2023-07-28T11:07:39.246Z","100","3092","3094"
